LAMMPS data file via write_data, version 29 Oct 2020, timestep = 95424000

864 atoms
2 atom types

1.4932203072767951 22.32677969265367 xlo xhi
1.4932203072767951 22.32677969265367 ylo yhi
1.4932203072767951 22.32677969265367 zlo zhi

Masses

1 16
2 2

Atoms # atomic

814 1 2.210636154030629 2.048046883426733 2.25256360629041 0 1 0
816 2 2.454152360081018 2.9183424489324157 1.8685928100236258 0 1 0
761 2 5.561254345314916 3.8649656223995423 5.544873162316488 0 1 -1
815 2 1.4997904328779157 2.2732891065607985 2.913490542279866 0 0 0
227 2 3.2732464572429856 4.838135545486487 4.860937397393943 0 0 0
226 1 3.911063259470144 4.499700898708815 5.492394355592188 0 0 0
828 2 6.841003497023258 3.1319544505377674 3.7601121222452973 1 0 0
826 1 7.146989519580095 3.074405360216879 2.8387010559305046 1 0 0
233 2 8.765085439610193 3.1228206157301535 2.160650636557622 0 0 0
379 1 6.544745588685972 3.654070537976774 5.47953529410252 0 0 -1
359 2 6.439635516288099 3.3872335653064805 2.178087024354518 1 0 -1
505 1 9.628359371738973 3.095215806841432 1.7557643681564812 0 0 0
558 2 7.40638198361926 5.2645185318419045 5.235664500265508 0 1 0
31 1 12.157399880840343 4.54613225046657 4.4394387373643704 0 0 0
437 2 11.821542730565952 3.664239920033085 4.146450281552733 0 0 0
33 2 12.501881217930878 5.022639575346036 3.644428586437886 0 0 0
198 2 10.433025515721571 2.3454797301109824 3.1073353260303707 0 0 0
196 1 11.000231713601638 2.157176022384861 3.8495495121162184 0 0 0
781 1 13.334052461351598 5.5390896055133405 1.9548272059651735 0 0 1
164 2 13.49013484548154 4.107559830513285 5.5659293889732995 0 1 0
8 2 17.804050561333398 1.995486693163392 3.31003200715881 -1 1 0
638 2 18.04020290226847 4.287586481023323 3.5288847141202613 -1 1 0
432 2 18.645236823802037 3.705425393239929 2.1847376686457527 -1 0 0
529 1 18.590647050918065 3.592290434268301 3.1532234950223015 -1 1 0
27 2 21.58973502316043 4.1345154190001825 4.112715147617302 -1 1 0
675 2 20.236987969472686 3.469812492977253 3.635970181129936 -1 1 0
358 1 21.199484102577394 3.281380896288551 3.856990036634468 -1 1 0
701 2 21.123869270875694 2.4937685227682858 5.249734863208063 -1 1 0
481 1 22.10460969470018 5.5563957882624955 4.516806516309824 -1 1 0
482 2 1.5273803413208011 6.109030223250655 3.786388615084156 0 1 0
404 2 3.032988394806427 7.148242149331923 2.3604032797764045 0 0 0
403 1 2.2235194493488164 6.614706041499861 2.378530721716662 0 0 0
430 1 4.312100267493074 8.363209600262884 2.24293849529671 0 0 1
708 2 4.232846277342039 9.02331118954225 2.919432130263017 1 1 1
431 2 5.1672886401600024 7.98160460295807 2.4218328394351696 0 0 1
405 2 1.5396626481523423 7.320245447399832 2.3899949726021505 0 0 0
557 2 8.742458622337624 6.2111781237914165 5.198201613814424 0 1 0
579 2 7.314530956247826 6.923116518035085 3.224955157251098 0 0 0
250 1 6.92202848820098 7.36442405727293 2.4715540634976962 0 0 0
354 2 7.5105984726449 8.125270737749762 2.216630107382055 0 0 0
556 1 7.766571757336999 6.18441834103508 5.143004419202628 0 1 0
742 1 8.244651436392033 9.51576152983743 1.7813617190468483 1 0 0
252 2 11.058137368816034 5.864822963246002 5.055409407014983 0 0 0
331 1 11.09508708543657 9.060833997633333 4.287980443286141 0 0 1
333 2 10.917518553949613 8.214930941507408 4.769197550622218 0 0 1
332 2 11.838465163402214 9.454114889939152 4.82065911946756 0 0 1
122 2 11.010250782527875 8.989799426784732 2.5865415500366122 0 0 0
121 1 10.841027027961353 9.172667562970354 1.6137932491217886 0 0 0
364 1 10.42279866363433 6.548355401948039 5.422822903827152 0 0 0
782 2 12.609883213564784 6.068957537293881 1.5450736412271482 0 0 1
474 2 16.310623261400174 5.84340326041096 5.337561985057784 0 0 0
722 2 14.020401595663293 6.153116615719241 2.251051465790544 0 0 1
262 1 17.425758257442872 5.763230961586867 3.9479730661377745 0 1 0
104 2 16.776765290613397 6.270831678674454 3.4555318410735736 -1 0 0
113 2 15.092134115768243 8.097438438240523 3.2601590876333377 0 1 1
