# LAMMPS data file written by OVITO Basic 3.1.1
864 atoms
2 atom types
-0.040176314 18.247748714 xlo xhi
0.1979212633 23.4312565367 ylo yhi
0.0808192905 22.1323765095 zlo zhi

Masses

1 15.9994
2 1.00794

Atoms  # atomic

248 2 2.935979051 2.2391079022 2.2127920914
133 1 3.0227019251 2.3163840187 3.9908962332
135 2 3.7578922727 1.74012619 4.199722525
134 2 2.2571219233 1.8690850683 4.3515049681
277 1 2.5919176423 4.8805187077 4.6999478054
279 2 2.5694899777 3.989334373 4.3516032374
247 1 2.8224659687 2.1489551426 1.2665103288
298 1 0.8127265275 0.9418039423 4.9040934401
249 2 3.5701861537 1.6222549617 0.9841788908
703 1 5.230059862 0.7906532132 4.8250748083
659 2 0.9554691239 5.7308289404 4.1933748031
450 2 2.1680949337 5.1253487845 0.4419921608
675 2 4.2854423285 5.3908386684 0.870158511
141 2 4.2507236602 5.7239262897 4.3490855032
705 2 5.9954247631 1.2685545652 4.5056176286
449 2 2.8575085421 3.7880155055 0.2755168959
734 2 1.3969466703 1.3926487735 0.5783677243
658 1 0.121717522 5.9907461039 3.8014756687
140 2 5.2341782265 5.7894348074 3.1998230634
733 1 0.6451866896 1.0211386833 0.11673019
673 1 5.0418101869 5.8025252342 1.2881054483
157 1 5.0737793422 0.9285829773 0.2638331855
281 2 10.3168099026 1.358034759 0.3053435074
350 2 6.582555134 5.2960085357 4.7658398552
521 2 6.5975682288 1.5740113397 1.1285281235
56 2 8.2405173595 1.8671912936 4.3394036285
57 2 7.3610979517 2.3296301139 3.1970390578
55 1 7.4259385658 2.3336834091 4.1521547465
351 2 7.3128524687 3.9741428523 4.8698770306
520 1 7.3292487217 2.1206887929 1.4148668858
681 2 10.5714651845 1.3419444518 4.0825665193
349 1 7.3784878313 4.8965143169 5.1167607283
679 1 9.7974244009 0.9770657596 4.5115100792
522 2 7.1926935904 2.9567310789 0.9693453807
638 2 10.25131302 5.6460487873 0.7234678681
282 2 8.8099826783 1.3727643473 0.4511321386
622 1 11.9187589954 2.0887168464 0.6919861132
623 2 11.8935996151 3.0268976262 0.5043619194
126 2 6.6444148797 5.1910728215 0.4987273916
